person	personLabelSv	cityOfBirth	occupationLabelsSv	occupationLabelsEn	sitelinks	occupationLabelsDe	occupationLabelsEs
http://www.wikidata.org/entity/Q16594625	Ann Edholm	http://www.wikidata.org/entity/Q990771	målare, tecknare	painter, drawer	1	Maler, Zeichner	pintor, dibujante
http://www.wikidata.org/entity/Q4946549	Annika Elmqvist	http://www.wikidata.org/entity/Q25286	författare, serieskapare	author, cartoonist	1	Autor, Cartoonist	autor, humorista gráfico
http://www.wikidata.org/entity/Q110978853	Nils Johan Nilsson	http://www.wikidata.org/entity/Q1016065	folkskollärare, fotograf	school teacher in the Swedish school system, photographer	1	Fotograf	fotógrafo
http://www.wikidata.org/entity/Q23989473	Lennart Kindgren	http://www.wikidata.org/entity/Q1000129	skulptör	sculptor	1	Bildhauer	escultor
http://www.wikidata.org/entity/Q4976287	Maria Råstam	http://www.wikidata.org/entity/Q25286	psykiater	psychiatrist	1	Psychiater	psiquiatra
http://www.wikidata.org/entity/Q24019103	Peter Norrman	http://www.wikidata.org/entity/Q990771	målare, tecknare, grafiker, bildpedagog	painter, drawer, graphic artist, drawing teacher	1	Maler, Grafiker, Zeichenlehrer, Zeichner	pintor, artista gráfico, profesor de dibujo, dibujante
http://www.wikidata.org/entity/Q4976853	Ulla Sandell	http://www.wikidata.org/entity/Q25286	politiker	politician	1	Politiker	político
http://www.wikidata.org/entity/Q4959773	Mona Krantz	http://www.wikidata.org/entity/Q25286	radioprogramledare	radio personality	1	Hörfunkmoderator	personalidad de radio
http://www.wikidata.org/entity/Q29047642	Johan Ewerhardt den yngre	http://www.wikidata.org/entity/Q939389	orgelbyggare	organ builder	1	Orgelbauer	organero
http://www.wikidata.org/entity/Q4964006	Britta Lundblad	http://www.wikidata.org/entity/Q25286	paleobotaniker, botaniker	paleobotanist, botanist	1	Botaniker, Paläobotaniker	botánico, paleobotánico
http://www.wikidata.org/entity/Q25744450	Fredrik Thermænius	http://www.wikidata.org/entity/Q1000633	företagsledare	business executive	1	Unternehmensleiter	jefe de empresa
http://www.wikidata.org/entity/Q5707751	Gunnar Ekwall	http://www.wikidata.org/entity/Q1572742	skådespelare	actor	1	Schauspieler	actor
http://www.wikidata.org/entity/Q5710582	Harald Emanuelsson	http://www.wikidata.org/entity/Q1574389	skådespelare	actor	1	Schauspieler	actor
http://www.wikidata.org/entity/Q4959021	Ulrika Kjällander	http://www.wikidata.org/entity/Q25286	TV-programledare	television presenter	1	Fernsehmoderator	presentador de televisión
http://www.wikidata.org/entity/Q4958125	Emma Karlsson	http://www.wikidata.org/entity/Q25286	dressyrryttare	dressage rider	1	Dressurreiter	jinete de doma
http://www.wikidata.org/entity/Q4976104	Inger Rydén	http://www.wikidata.org/entity/Q25286	författare	writer	1	Schriftsteller	escritor
http://www.wikidata.org/entity/Q23989408	Rolf Sjödin	http://www.wikidata.org/entity/Q1000633	konstnär	artist	1	Künstler	artista
http://www.wikidata.org/entity/Q24681043	Gerd Ehrensvärd	http://www.wikidata.org/entity/Q990771	konstnär	artist	1	Künstler	artista
http://www.wikidata.org/entity/Q24285844	Per Lundström	http://www.wikidata.org/entity/Q990771	gynekolog	gynaecologist	1	Gynäkologe	ginecólogo
http://www.wikidata.org/entity/Q4953112	Marianne Hedengrahn	http://www.wikidata.org/entity/Q25286	skådespelare	actor	1	Schauspieler	actor
http://www.wikidata.org/entity/Q4976965	Pia Sandvik Wiklund	http://www.wikidata.org/entity/Q848393	verkställande direktör	chief executive officer	1	Chief Executive Officer	director ejecutivo
http://www.wikidata.org/entity/Q6059936	John Qvarfordt	http://www.wikidata.org/entity/Q994927	skådespelare, fotograf	actor, photographer	1	Schauspieler, Fotograf	actor, fotógrafo
http://www.wikidata.org/entity/Q4975759	Angelica Rubertson	http://www.wikidata.org/entity/Q25286	skådespelare	actor	1	Schauspieler	actor
http://www.wikidata.org/entity/Q24018196	Claes Axel Meurling	http://www.wikidata.org/entity/Q194353	militär	military personnel	1	Militär	militar
http://www.wikidata.org/entity/Q5617715	Georg Davidsson	http://www.wikidata.org/entity/Q1566951	författare	writer	1	Schriftsteller	escritor
http://www.wikidata.org/entity/Q35665973	Knut Fabian Levin	http://www.wikidata.org/entity/Q992613	läkare	physician	1	Arzt	médico
http://www.wikidata.org/entity/Q24681225	Erhard Engholm	http://www.wikidata.org/entity/Q201182	tulltjänsteman, målare	customs officer, painter	1	Zollbeamter, Maler	oficial de aduanas, pintor
http://www.wikidata.org/entity/Q24018468	Bo Andersson	http://www.wikidata.org/entity/Q194359	målare, tecknare	painter, drawer	1	Maler, Zeichner	pintor, dibujante
http://www.wikidata.org/entity/Q56520983	Per-Erik Bergstrand	http://www.wikidata.org/entity/Q939389	militär	military personnel	1	Militär	militar
http://www.wikidata.org/entity/Q42298158	Olof af Malmsten	http://www.wikidata.org/entity/Q992613	politiker	politician	1	Politiker	político
http://www.wikidata.org/entity/Q5776946	Sören Gunnarsson	http://www.wikidata.org/entity/Q1554356	politiker	politician	1	Politiker	político
http://www.wikidata.org/entity/Q1624481	Holger Burckhart	http://www.wikidata.org/entity/Q1000633	pedagog, universitetslärare, filosof	pedagogue, university teacher, philosopher	1	Pädagoge, Hochschullehrer, Philosoph	pedagogo, profesor universitario, filósofo
http://www.wikidata.org/entity/Q106369906	Anders Skog	http://www.wikidata.org/entity/Q1020133	biografägare eller -chef, filmproducent, handlare	film exhibitor, film producer, dealer	1	Filmproduzent	productor de cine
http://www.wikidata.org/entity/Q55117798	Bengt Winberg	http://www.wikidata.org/entity/Q939389	målare, tecknare, grafiker	painter, drawer, graphic artist	1	Grafiker, Maler, Zeichner	artista gráfico, pintor, dibujante
http://www.wikidata.org/entity/Q56559588	Jonas Noring	http://www.wikidata.org/entity/Q939389	målare, diplomat	painter, diplomat	1	Diplomat, Maler	diplomático, pintor
http://www.wikidata.org/entity/Q24701096	Inger Sarin	http://www.wikidata.org/entity/Q992613	textilkonstnär	textile artist	1	Textilkünstler	artista textil
http://www.wikidata.org/entity/Q26327751	Erik Byström	http://www.wikidata.org/entity/Q992640	målare	painter	1	Maler	pintor
http://www.wikidata.org/entity/Q27928500	Hertha Linders	http://www.wikidata.org/entity/Q992640	målare	painter	1	Maler	pintor
http://www.wikidata.org/entity/Q28357140	Knut Ljungberg	http://www.wikidata.org/entity/Q994927	målare	painter	1	Maler	pintor
http://www.wikidata.org/entity/Q30229968	Walter Söderholm	http://www.wikidata.org/entity/Q994927	målare	painter	1	Maler	pintor
http://www.wikidata.org/entity/Q5887346	Olov Johansson	http://www.wikidata.org/entity/Q1592909	musiker	musician	1	Musiker	músico
http://www.wikidata.org/entity/Q47506207	Andreas Johansson	http://www.wikidata.org/entity/Q2211	låtskrivare	songwriter	1	Songschreiber	compositor de canciones
http://www.wikidata.org/entity/Q1284336	Samuel Bächli	http://www.wikidata.org/entity/Q25286	dirigent	conductor	1	Dirigent	director de orquesta
http://www.wikidata.org/entity/Q87914916	Dietrich Grunewald	http://www.wikidata.org/entity/Q1019572	tecknare, målare, grafiker	drawer, painter, graphic artist	1	Zeichner, Grafiker, Maler	dibujante, artista gráfico, pintor
http://www.wikidata.org/entity/Q47520803	Greger Thorsson	http://www.wikidata.org/entity/Q2211	tecknare, journalist	drawer, journalist	1	Journalist, Zeichner	periodista, dibujante
http://www.wikidata.org/entity/Q4944111	Nancy Dalunde	http://www.wikidata.org/entity/Q995545	skådespelare	actor	1	Schauspieler	actor
http://www.wikidata.org/entity/Q6197580	Rolf Svartengren	http://www.wikidata.org/entity/Q3352395	militär	military personnel	1	Militär	militar
http://www.wikidata.org/entity/Q6198055	Hugo Svenow	http://www.wikidata.org/entity/Q3427719	militär	military personnel	1	Militär	militar
http://www.wikidata.org/entity/Q47506163	Jan Sjögren	http://www.wikidata.org/entity/Q2211	målare	painter	1	Maler	pintor
http://www.wikidata.org/entity/Q84719397	Marja Hallstensson	http://www.wikidata.org/entity/Q1020133	målare	painter	1	Maler	pintor
http://www.wikidata.org/entity/Q88880258	Jean Albrecht Berg von Linde	http://www.wikidata.org/entity/Q202408	jurist, ämbetsman	jurist, civil servant	1	Jurist, Staatsdiener	jurista, funcionario
http://www.wikidata.org/entity/Q5886419	Jan Johansson	http://www.wikidata.org/entity/Q1566951	bandyspelare	bandy player	1	Bandyspieler	jugador de bandy
http://www.wikidata.org/entity/Q16650216	Ivan Rodell	http://www.wikidata.org/entity/Q194353	målare	painter	1	Maler	pintor
http://www.wikidata.org/entity/Q52158863	Gunnar Wigh	http://www.wikidata.org/entity/Q194353	konservator, målare, dekorationsmålare	conservator, painter, decorative painter	1	Dekorationsmaler, Maler, Konservator	pintor de decoración, pintor, conservador-restaurador
http://www.wikidata.org/entity/Q95586242	Ulv Kylberg	http://www.wikidata.org/entity/Q202408	illustratör, tecknare, målare	illustrator, drawer, painter	1	Maler, Illustrator, Zeichner	pintor, ilustrador, dibujante
http://www.wikidata.org/entity/Q108731790	Frans Oskar Rylander	http://www.wikidata.org/entity/Q194353	fotograf	photographer	1	Fotograf	fotógrafo
http://www.wikidata.org/entity/Q5743757	Peter Fridh	http://www.wikidata.org/entity/Q995369	skådespelare	actor	1	Schauspieler	actor
http://www.wikidata.org/entity/Q67009686	Elisabet Petersson	http://www.wikidata.org/entity/Q1019575	zoolog	zoologist	1	Zoologe	zoólogo
http://www.wikidata.org/entity/Q98398491	Magnus Andersson	http://www.wikidata.org/entity/Q201182	alpin skidåkare	alpine skier	1	Skirennläufer	esquiador alpino
http://www.wikidata.org/entity/Q19796875	Karolina Erlingsson	http://www.wikidata.org/entity/Q3353931	konstnär	artist	1	Künstler	artista
http://www.wikidata.org/entity/Q24019331	Erik Svensson	http://www.wikidata.org/entity/Q3365375	konstnär	artist	1	Künstler	artista
http://www.wikidata.org/entity/Q4990388	Monia Westin	http://www.wikidata.org/entity/Q25286	textilkonstnär	textile artist	1	Textilkünstler	artista textil
http://www.wikidata.org/entity/Q18450386	Evald Allard	http://www.wikidata.org/entity/Q1614296	fotbollsspelare	association football player	1	Fußballspieler	futbolista
http://www.wikidata.org/entity/Q23918515	Bo Jonzon	http://www.wikidata.org/entity/Q3335533	grafiker, skulptör	graphic artist, sculptor	1	Bildhauer, Grafiker	escultor, artista gráfico
http://www.wikidata.org/entity/Q4957176	Maria Johnson	http://www.wikidata.org/entity/Q25286	skådespelare, filmskådespelare	actor, film actor	1	Schauspieler, Filmschauspieler	actor, actor de cine
http://www.wikidata.org/entity/Q5716236	Dick Eriksson	http://www.wikidata.org/entity/Q25286	skådespelare, röstskådespelare	actor, voice actor	1	Sprecher, Schauspieler	actor de voz, actor
http://www.wikidata.org/entity/Q24303811	Staffan Engebrand	http://www.wikidata.org/entity/Q3519084	målare	painter	1	Maler	pintor
http://www.wikidata.org/entity/Q31663805	Arne Johansson	http://www.wikidata.org/entity/Q654308	målare	painter	1	Maler	pintor
http://www.wikidata.org/entity/Q5887601	Rolf Johansson	http://www.wikidata.org/entity/Q995809	författare	writer	1	Schriftsteller	escritor
http://www.wikidata.org/entity/Q4963746	Gunilla Lowenstein	http://www.wikidata.org/entity/Q25286	kompositör, musiker	composer, musician	1	Komponist, Musiker	compositor, músico
http://www.wikidata.org/entity/Q20156116	Gunnar Hovgard	http://www.wikidata.org/entity/Q202408	militär	military personnel	1	Militär	militar
http://www.wikidata.org/entity/Q27891271	Bengt Enander	http://www.wikidata.org/entity/Q2167	akademiker	academic	1	Akademiker	académico
http://www.wikidata.org/entity/Q28025606	Egon Persson	http://www.wikidata.org/entity/Q667818	tecknare, målare	drawer, painter	1	Maler, Zeichner	pintor, dibujante
http://www.wikidata.org/entity/Q24567688	Ann-Marie Fagell-Regnér	http://www.wikidata.org/entity/Q1559732	författare, tecknare	writer, drawer	1	Schriftsteller, Zeichner	escritor, dibujante
http://www.wikidata.org/entity/Q29116119	Lena Sewall	http://www.wikidata.org/entity/Q654308	författare, bibliotekarie	writer, librarian	1	Schriftsteller, Bibliothekar	escritor, bibliotecario
http://www.wikidata.org/entity/Q98545675	Ånija Lundgren	http://www.wikidata.org/entity/Q1016373	sjuksköterska, författare, missionär, barnmorska	nurse, writer, missionary, midwife	1	Schriftsteller, Missionar, Hebamme, Gesundheits- und Krankenpfleger	escritor, misionero, matrona, enfermero
http://www.wikidata.org/entity/Q29705978	Jonathan Hesekiel Hedlund	http://www.wikidata.org/entity/Q1574389	affärsman	businessperson	1	Geschäftsmann	empresario
http://www.wikidata.org/entity/Q4955044	Sonja Hulth	http://www.wikidata.org/entity/Q25286	författare, serieskapare	writer, cartoonist	1	Schriftsteller, Cartoonist	escritor, humorista gráfico
http://www.wikidata.org/entity/Q5714877	Pär Ericson	http://www.wikidata.org/entity/Q25286	skådespelare, filmskådespelare	actor, film actor	1	Filmschauspieler, Schauspieler	actor de cine, actor
http://www.wikidata.org/entity/Q5715829	Moltas Erikson	http://www.wikidata.org/entity/Q25286	skådespelare, psykiater	actor, psychiatrist	1	Psychiater, Schauspieler	psiquiatra, actor
http://www.wikidata.org/entity/Q24005821	Sven Erik Lund	http://www.wikidata.org/entity/Q654308	målare	painter	1	Maler	pintor
http://www.wikidata.org/entity/Q24018521	Sven Hallström	http://www.wikidata.org/entity/Q654308	målare	painter	1	Maler	pintor
http://www.wikidata.org/entity/Q24019307	Per Gustafsson	http://www.wikidata.org/entity/Q654308	målare	painter	1	Maler	pintor
http://www.wikidata.org/entity/Q27750343	Stella Jepsen	http://www.wikidata.org/entity/Q656167	målare	painter	1	Maler	pintor
http://www.wikidata.org/entity/Q84851422	Thorild Knutson	http://www.wikidata.org/entity/Q194353	formgivare	designer	1	Designer	diseñador
http://www.wikidata.org/entity/Q24018471	Kerstin Andersson	http://www.wikidata.org/entity/Q654308	konstnär	artist	1	Künstler	artista
http://www.wikidata.org/entity/Q24018688	Jonni Kyrakides	http://www.wikidata.org/entity/Q654308	konstnär	artist	1	Künstler	artista
http://www.wikidata.org/entity/Q24019214	Agnes Anderson	http://www.wikidata.org/entity/Q656562	konstnär	artist	1	Künstler	artista
http://www.wikidata.org/entity/Q5714775	John Alexander Ericson	http://www.wikidata.org/entity/Q25286	musiker	musician	1	Musiker	músico
http://www.wikidata.org/entity/Q31663978	Janove Ekstedt	http://www.wikidata.org/entity/Q654308	bildpedagog, konstnär	drawing teacher, artist	1	Künstler, Zeichenlehrer	artista, profesor de dibujo
http://www.wikidata.org/entity/Q6044517	Hilmer Peters	http://www.wikidata.org/entity/Q1592909	skådespelare	actor	1	Schauspieler	actor
http://www.wikidata.org/entity/Q6026536	August Olsson	http://www.wikidata.org/entity/Q1631543	författare	writer	1	Schriftsteller	escritor
http://www.wikidata.org/entity/Q49853109	Dagmar Udén	http://www.wikidata.org/entity/Q1573242	skulptör, textilkonstnär	sculptor, textile artist	1	Bildhauer, Textilkünstler	escultor, artista textil
http://www.wikidata.org/entity/Q28858650	Curt Rosell	http://www.wikidata.org/entity/Q1566951	konstnär, formgivare	artist, designer	1	Designer, Künstler	diseñador, artista
http://www.wikidata.org/entity/Q35680676	Robert Sjöberg	http://www.wikidata.org/entity/Q1547090	konstnär, ingenjör	artist, engineer	1	Ingenieur, Künstler	ingeniero, artista
http://www.wikidata.org/entity/Q28538367	Anton Pearson	http://www.wikidata.org/entity/Q2167	träsnidare, målare	woodcarver, painter	1	Maler	pintor
http://www.wikidata.org/entity/Q75318643	Solveig Vidarsdotter	http://www.wikidata.org/entity/Q1016861	författare, sångpedagog	author, voice teacher	1	Autor, Gesangslehrer	autor, profesor de voz
http://www.wikidata.org/entity/Q5711560	Alf Enerström	http://www.wikidata.org/entity/Q25286	läkare	physician	1	Arzt	médico
http://www.wikidata.org/entity/Q46995143	Alve Nordenhielm	http://www.wikidata.org/entity/Q2211	målare	painter	1	Maler	pintor
http://www.wikidata.org/entity/Q47010706	Sixten Ström	http://www.wikidata.org/entity/Q2211	målare, grafiker, tecknare	painter, graphic artist, drawer	1	Maler, Grafiker, Zeichner	pintor, artista gráfico, dibujante
http://www.wikidata.org/entity/Q47156188	Carin Tham	http://www.wikidata.org/entity/Q2211	målare	painter	1	Maler	pintor
http://www.wikidata.org/entity/Q5724244	Lennart Falk	http://www.wikidata.org/entity/Q848393	kompositör, sångare	composer, singer	1	Komponist, Sänger	compositor, cantante
http://www.wikidata.org/entity/Q4943913	Laila Dahl	http://www.wikidata.org/entity/Q848393	sångare	singer	1	Sänger	cantante
http://www.wikidata.org/entity/Q28056151	Måns Arborelius	http://www.wikidata.org/entity/Q2167	målare	painter	1	Maler	pintor
http://www.wikidata.org/entity/Q5716537	Henrik Eriksson	http://www.wikidata.org/entity/Q25286	musiker	musician	1	Musiker	músico
http://www.wikidata.org/entity/Q28650171	Ella Nilsson	http://www.wikidata.org/entity/Q2167	konstnär	artist	1	Künstler	artista
