person	personLabelSv	cityOfBirth	occupationLabelsDe	occupationLabelsEs	sitelinks
http://www.wikidata.org/entity/Q6231387	Johan Haqvin Wallman	http://www.wikidata.org/entity/Q25413	Lektor, Priester, Zeichner, Kulturhistoriker	Lector, sacerdote, dibujante, historiador de la cultura	1
http://www.wikidata.org/entity/Q29033927	Folke Johansson	http://www.wikidata.org/entity/Q2647622	Maler, Zeichner, Grafiker	pintor, dibujante, artista gráfico	1
http://www.wikidata.org/entity/Q28840713	Ylva Ringqvist ten Siethoff	http://www.wikidata.org/entity/Q25287	Künstler	artista	1
http://www.wikidata.org/entity/Q29477825	Arne Sandlund	http://www.wikidata.org/entity/Q2632382	Zeichner, Künstler, Maler und Lackierer	dibujante, artista, pintor	1
http://www.wikidata.org/entity/Q28354600	Lennart Andersson	http://www.wikidata.org/entity/Q25287	bildender Künstler	artista visual	1
http://www.wikidata.org/entity/Q5629349	Stellan Ekberg	http://www.wikidata.org/entity/Q25287	Akademiker	académico	1
http://www.wikidata.org/entity/Q28858589	Ingegerd Risberg-Leiditz	http://www.wikidata.org/entity/Q25287	Maler, Grafiker	pintor, artista gráfico	1
http://www.wikidata.org/entity/Q28858594	Torey Ross	http://www.wikidata.org/entity/Q25287	Maler	pintor	1
http://www.wikidata.org/entity/Q50821284	Knut Valinder	http://www.wikidata.org/entity/Q25287	Ingenieur, Maler	ingeniero, pintor	1
http://www.wikidata.org/entity/Q5798101	Rohdi Heintz	http://www.wikidata.org/entity/Q25287	Modedesigner	diseñador de indumentaria	1
http://www.wikidata.org/entity/Q28803664	Lisa Neiglick-Englund	http://www.wikidata.org/entity/Q25287	Künstler	artista	1
http://www.wikidata.org/entity/Q28840170	Algot Ringström	http://www.wikidata.org/entity/Q25287	Künstler, Ingenieur	artista, ingeniero	1
http://www.wikidata.org/entity/Q28840183	Bruno Palmdahl	http://www.wikidata.org/entity/Q25287	Künstler	artista	1
http://www.wikidata.org/entity/Q29033949	Lars Falk	http://www.wikidata.org/entity/Q25287	Zeichner	dibujante	1
http://www.wikidata.org/entity/Q4938520	Kia Berglund	http://www.wikidata.org/entity/Q25412	Regisseur	realizador	1
http://www.wikidata.org/entity/Q15713930	Per Wingqvist	http://www.wikidata.org/entity/Q25413	Psychiater	psiquiatra	1
http://www.wikidata.org/entity/Q27902192	Ami Kölare	http://www.wikidata.org/entity/Q25287	Zeichner, Keramiker	dibujante, ceramista	1
http://www.wikidata.org/entity/Q28708264	Magnus Ljungblad	http://www.wikidata.org/entity/Q25287	Radrennfahrer	ciclista	1
http://www.wikidata.org/entity/Q6097296	Torsten Scheutz	http://www.wikidata.org/entity/Q25413	Schriftsteller, Journalist	escritor, periodista	1
http://www.wikidata.org/entity/Q28858622	Åke Romdahl	http://www.wikidata.org/entity/Q25287	Grafiker, Zeichner	artista gráfico, dibujante	1
http://www.wikidata.org/entity/Q6234168	Valentin Lennartsson Wefwer	http://www.wikidata.org/entity/Q25413	Silberschmied	platero	1
http://www.wikidata.org/entity/Q6170547	Ulf Schöldström	http://www.wikidata.org/entity/Q25413	Zeitungsredakteur	editor de periódico	1
http://www.wikidata.org/entity/Q24681446	Abdon Furuhage	http://www.wikidata.org/entity/Q2605380	Schriftsteller, Maler	escritor, pintor	1
http://www.wikidata.org/entity/Q51051371	Kenny Wenkel	http://www.wikidata.org/entity/Q25287	Maler, Zeichner	pintor, dibujante	1
http://www.wikidata.org/entity/Q51070710	Ingrid Wenkel	http://www.wikidata.org/entity/Q25287	Maler	pintor	1
http://www.wikidata.org/entity/Q51335700	Carl Weman	http://www.wikidata.org/entity/Q25287	Maler, Landwirt, Agronom, Musiker	pintor, agricultor, agrónomo, músico	1
http://www.wikidata.org/entity/Q50940611	Johan Wallman	http://www.wikidata.org/entity/Q25287	Goldschmied, Silberschmied	orfebre, platero	1
http://www.wikidata.org/entity/Q28125380	Erik Marcusson	http://www.wikidata.org/entity/Q25287	Maler	pintor	1
http://www.wikidata.org/entity/Q16595018	Viveka Hagnell	http://www.wikidata.org/entity/Q25413	Schriftsteller	escritor	1
http://www.wikidata.org/entity/Q5572262	Sven O. Bergkvist	http://www.wikidata.org/entity/Q2234884	Schriftsteller	escritor	1
http://www.wikidata.org/entity/Q51154220	Björn Barkman	http://www.wikidata.org/entity/Q25287	Geschäftsmann	empresario	1
http://www.wikidata.org/entity/Q16165522	Carl-Herman Bussler	http://www.wikidata.org/entity/Q25413	Geschäftsmann	empresario	1
http://www.wikidata.org/entity/Q20156141	Tore Landahl	http://www.wikidata.org/entity/Q1736327	Jurist	jurista	1
http://www.wikidata.org/entity/Q16300600	David Gutiérrez Arvidsson	http://www.wikidata.org/entity/Q25287	Fußballspieler	futbolista	1
http://www.wikidata.org/entity/Q5616165	Lars Dalman	http://www.wikidata.org/entity/Q25287	Geschäftsmann	empresario	1
http://www.wikidata.org/entity/Q24845337	Bruno Forsberg	http://www.wikidata.org/entity/Q2663175	Künstler	artista	1
http://www.wikidata.org/entity/Q26260544	Hilding Bossler	http://www.wikidata.org/entity/Q2670538	Künstler	artista	1
http://www.wikidata.org/entity/Q28125378	Jerd Mellander	http://www.wikidata.org/entity/Q25287	Bildhauer	escultor	1
http://www.wikidata.org/entity/Q50823088	Inga Wedel-Hansson	http://www.wikidata.org/entity/Q25287	Textilkünstler	artista textil	1
http://www.wikidata.org/entity/Q19976663	Christer El-Mochantaf	http://www.wikidata.org/entity/Q1754738	Journalist	periodista	1
http://www.wikidata.org/entity/Q4952173	Helga Hallén	http://www.wikidata.org/entity/Q1901778	Schauspieler	actor	1
http://www.wikidata.org/entity/Q4952235	Susanne Hallvares	http://www.wikidata.org/entity/Q1975525	Schauspieler, Regisseur	actor, realizador	1
http://www.wikidata.org/entity/Q5573166	Allan Bergstrand	http://www.wikidata.org/entity/Q2158116	Übersetzer	traductor	1
http://www.wikidata.org/entity/Q24018456	Maria Möller	http://www.wikidata.org/entity/Q1763367	Dichter	poeta	1
http://www.wikidata.org/entity/Q4951917	Marga Hage	http://www.wikidata.org/entity/Q25579	Bildhauer	escultor	1
http://www.wikidata.org/entity/Q26240205	Agnes Fromén	http://www.wikidata.org/entity/Q2607275	Bildhauer	escultor	1
http://www.wikidata.org/entity/Q28967472	Hilda Råberg	http://www.wikidata.org/entity/Q25287	Konservator, Maler	conservador-restaurador, pintor	1
http://www.wikidata.org/entity/Q28967424	Carin Reyde-Bick	http://www.wikidata.org/entity/Q25287	Maler, Grafiker, Zeichner	pintor, artista gráfico, dibujante	1
http://www.wikidata.org/entity/Q18816586	Anders Piscator	http://www.wikidata.org/entity/Q2651809	Komponist, Organist	compositor, organista	1
http://www.wikidata.org/entity/Q27902173	Signe Lanje	http://www.wikidata.org/entity/Q2612450	Maler	pintor	1
http://www.wikidata.org/entity/Q28599928	Allan Persson	http://www.wikidata.org/entity/Q2649257	Maler, Zeichner	pintor, dibujante	1
http://www.wikidata.org/entity/Q4935196	Sara Almgren	http://www.wikidata.org/entity/Q25579	Keyboarder	teclista	1
http://www.wikidata.org/entity/Q16649455	Birger Håkansson	http://www.wikidata.org/entity/Q1799716	Politiker	político	1
http://www.wikidata.org/entity/Q27751059	Kerstin Kjellberg	http://www.wikidata.org/entity/Q1774733	Lehrer, Maler	profesor, pintor	1
http://www.wikidata.org/entity/Q6256049	Folke Åström	http://www.wikidata.org/entity/Q25413	Schauspieler	actor	1
http://www.wikidata.org/entity/Q23989106	Brita Horn-Heybroek	http://www.wikidata.org/entity/Q1756003	Künstler	artista	1
http://www.wikidata.org/entity/Q28967421	Barbro Reyde-Sandeberg	http://www.wikidata.org/entity/Q25287	Künstler	artista	1
http://www.wikidata.org/entity/Q43231281	Lennart Borgström	http://www.wikidata.org/entity/Q1799793	Geschäftsmann	empresario	1
http://www.wikidata.org/entity/Q19860761	Gunnar Bjäreby	http://www.wikidata.org/entity/Q2613015	Maler	pintor	1
http://www.wikidata.org/entity/Q16656986	Johan Erik Remmer	http://www.wikidata.org/entity/Q1801852	Übersetzer	traductor	1
http://www.wikidata.org/entity/Q31685086	Ove Eriksson	http://www.wikidata.org/entity/Q2651809	Politiker	político	1
http://www.wikidata.org/entity/Q4941073	Josefin Brännvall	http://www.wikidata.org/entity/Q25579	Fußballspieler	futbolista	1
http://www.wikidata.org/entity/Q28357308	Carl Alfred Melton	http://www.wikidata.org/entity/Q2614023	Bildhauer	escultor	1
http://www.wikidata.org/entity/Q28922700	Barbro Sörman	http://www.wikidata.org/entity/Q25287	Modedesigner, Textildesigner	diseñador de indumentaria, diseñador textil	1
http://www.wikidata.org/entity/Q5799607	Arvid Hellström	http://www.wikidata.org/entity/Q25287	Priester	sacerdote	1
http://www.wikidata.org/entity/Q6218194	Johan Peter Törner	http://www.wikidata.org/entity/Q25413	Oberst, Theaterleiter, Zeichner	coronel, mánager de teatro, dibujante	1
http://www.wikidata.org/entity/Q44019693	Nils Soneson	http://www.wikidata.org/entity/Q1760444	Maler, Zeichner	pintor, dibujante	1
http://www.wikidata.org/entity/Q42266156	Elin Svipdag	http://www.wikidata.org/entity/Q2663557	Dichter, Maler, Zeichner, Bildhauer	poeta, pintor, dibujante, escultor	1
http://www.wikidata.org/entity/Q5973612	Arne Malmberg	http://www.wikidata.org/entity/Q25413	Schriftsteller	escritor	1
http://www.wikidata.org/entity/Q6218107	Bernt Törnell	http://www.wikidata.org/entity/Q25413	Schriftsteller	escritor	1
http://www.wikidata.org/entity/Q5937174	Conny Larsson	http://www.wikidata.org/entity/Q25413	Schriftsteller	escritor	1
http://www.wikidata.org/entity/Q5650210	Hans Jespersen Koefoed	http://www.wikidata.org/entity/Q2161782	Maler	pintor	1
http://www.wikidata.org/entity/Q43229075	Göte Borgström	http://www.wikidata.org/entity/Q1799793	Erfinder	inventor	1
http://www.wikidata.org/entity/Q24018877	Birgitta Alexanderson	http://www.wikidata.org/entity/Q1760456	Rechtsanwalt	abogado	1
http://www.wikidata.org/entity/Q5799568	Johan Hellstenius	http://www.wikidata.org/entity/Q25287	Historiker, Statistiker	historiador, estadístico	1
http://www.wikidata.org/entity/Q26240381	Martin Aronson-Liljegral	http://www.wikidata.org/entity/Q1799757	Künstler	artista	1
http://www.wikidata.org/entity/Q26240383	Lennart Aschenbrenner	http://www.wikidata.org/entity/Q1736327	Künstler	artista	1
http://www.wikidata.org/entity/Q47491077	Johan Thorenberg	http://www.wikidata.org/entity/Q2658219	Maler	pintor	1
http://www.wikidata.org/entity/Q47938494	Oskar Thörn	http://www.wikidata.org/entity/Q2662548	Maler, Zeichner	pintor, dibujante	1
http://www.wikidata.org/entity/Q6224529	Mats Viberg	http://www.wikidata.org/entity/Q25413	Forscher	investigador	1
http://www.wikidata.org/entity/Q42306670	Carl Gustaf Söderhielm	http://www.wikidata.org/entity/Q1786152	Wildhüter, Zeichner	guardaparque, dibujante	1
http://www.wikidata.org/entity/Q26240483	Hans Billgren	http://www.wikidata.org/entity/Q1728466	Künstler	artista	1
http://www.wikidata.org/entity/Q26835739	Rune Eringstam	http://www.wikidata.org/entity/Q1799952	Künstler	artista	1
http://www.wikidata.org/entity/Q30604735	Ester Zetterberg	http://www.wikidata.org/entity/Q1786152	Künstler	artista	1
http://www.wikidata.org/entity/Q5798989	Daniel Helldén	http://www.wikidata.org/entity/Q25287	Komponist	compositor	1
http://www.wikidata.org/entity/Q51567860	Ella Westermark	http://www.wikidata.org/entity/Q2670538	Maler, Textilkünstler, Zeichner	pintor, artista textil, dibujante	1
http://www.wikidata.org/entity/Q52182612	Erik Viktorson	http://www.wikidata.org/entity/Q2647622	Maler	pintor	1
http://www.wikidata.org/entity/Q6228725	Robert Wahlberg	http://www.wikidata.org/entity/Q25413	Filmproduzent	productor de cine	1
http://www.wikidata.org/entity/Q5984033	Arne Mellgren	http://www.wikidata.org/entity/Q25413	Arzt	médico	1
http://www.wikidata.org/entity/Q5965102	Johnny Ludvigsson	http://www.wikidata.org/entity/Q25413	Arzt	médico	1
http://www.wikidata.org/entity/Q43023969	Frida Svensson	http://www.wikidata.org/entity/Q1728466	Textilkünstler	artista textil	1
http://www.wikidata.org/entity/Q48869818	Josefine Fredriksen	http://www.wikidata.org/entity/Q1760444	Ringer	luchador	1
http://www.wikidata.org/entity/Q5799574	John Hellstenius	http://www.wikidata.org/entity/Q25287	Kapitän	capitán de barco	1
http://www.wikidata.org/entity/Q10613450	Otto Fischer	http://www.wikidata.org/entity/Q25413	Wissenschaftler	científico	1
http://www.wikidata.org/entity/Q5807743	Johan Fredrik Hjortberg	http://www.wikidata.org/entity/Q25287	Cellist	violonchelista	1
http://www.wikidata.org/entity/Q26240068	Olle Gabrielsson	http://www.wikidata.org/entity/Q1801852	Journalist, Zeichner	periodista, dibujante	1
http://www.wikidata.org/entity/Q5805856	Torsten Hillberg	http://www.wikidata.org/entity/Q25287	Schauspieler	actor	1
http://www.wikidata.org/entity/Q28357154	Gunnar Lybeck	http://www.wikidata.org/entity/Q25287	Ingenieur, Zeichner, Bildhauer	ingeniero, dibujante, escultor	1
http://www.wikidata.org/entity/Q6209322	Lennart Thorngren	http://www.wikidata.org/entity/Q25413	Ingenieur	ingeniero	1
http://www.wikidata.org/entity/Q42903967	Anders Weiner	http://www.wikidata.org/entity/Q2232816	Dichter, Dekorationsmaler, Maler	poeta, pintor de decoración, pintor	1
http://www.wikidata.org/entity/Q42306750	Gunnar Söderström	http://www.wikidata.org/entity/Q2150183	Bildhauer, Zeichner, Grafiker, Maler	escultor, dibujante, artista gráfico, pintor	1
http://www.wikidata.org/entity/Q16616059	Kerstin Wallin	http://www.wikidata.org/entity/Q1805554	Politiker, Staatsdiener	político, funcionario	1
http://www.wikidata.org/entity/Q6196766	Lambert Sunesson	http://www.wikidata.org/entity/Q2182167	Schriftsteller	escritor	1
http://www.wikidata.org/entity/Q5966518	Arne Lundgren	http://www.wikidata.org/entity/Q2211499	Übersetzer, Schriftsteller	traductor, escritor	1
http://www.wikidata.org/entity/Q4961199	Viola Larsson-Allvar	http://www.wikidata.org/entity/Q25579	Künstler	artista	1
http://www.wikidata.org/entity/Q5798889	Nathanael Hellberg	http://www.wikidata.org/entity/Q25287	Zeitungsredakteur	editor de periódico	1
http://www.wikidata.org/entity/Q5966182	Gösta Lundborg	http://www.wikidata.org/entity/Q2253373	Ingenieur	ingeniero	1
http://www.wikidata.org/entity/Q5945061	Abraham Gustafsson Leijonhufvud	http://www.wikidata.org/entity/Q2199221	Staatsdiener, Jurist	funcionario, jurista	1
http://www.wikidata.org/entity/Q5804636	Gabriel Heyman	http://www.wikidata.org/entity/Q25287	Geschäftsmann	empresario	1
http://www.wikidata.org/entity/Q5894863	Stig Jutterström	http://www.wikidata.org/entity/Q2233356	Journalist	periodista	1
http://www.wikidata.org/entity/Q110965520	Ida Gillner	http://www.wikidata.org/entity/Q2025741	Komponist, Pianist, Musiker, Saxophonist	compositor, pianista, músico, saxofonista	1
http://www.wikidata.org/entity/Q62018967	Torsten W Persson	http://www.wikidata.org/entity/Q1986998	Politiker	político	1
http://www.wikidata.org/entity/Q81709863	Arthur Falck	http://www.wikidata.org/entity/Q2060689	Maschinenbauingenieur	ingeniero mecánico	1
http://www.wikidata.org/entity/Q50823102	Peter Wedin	http://www.wikidata.org/entity/Q1998180	Maler	pintor	1
http://www.wikidata.org/entity/Q55714196	Björn Östlund	http://www.wikidata.org/entity/Q2034409	Maler, Zeichenlehrer, Zeichner	pintor, profesor de dibujo, dibujante	1
http://www.wikidata.org/entity/Q6234452	Thure Weidman	http://www.wikidata.org/entity/Q2155087	Priester, Angeklagter	sacerdote, demandado	1
http://www.wikidata.org/entity/Q19753852	Folke Nordström	http://www.wikidata.org/entity/Q2265260	Kunsthistoriker, Mediävist	historiador del arte, medievalista	1
http://www.wikidata.org/entity/Q6011871	Stefan Nilsson	http://www.wikidata.org/entity/Q25413	Zoologe	zoólogo	1
http://www.wikidata.org/entity/Q106452411	Linus Borgström	http://www.wikidata.org/entity/Q2046666	Fußballspieler	futbolista	1
http://www.wikidata.org/entity/Q24567701	Gunnar Smårs	http://www.wikidata.org/entity/Q1975525	Arzt	médico	1
http://www.wikidata.org/entity/Q6248356	Anders Magnus Wåhlin	http://www.wikidata.org/entity/Q2158116	Arzt	médico	1
http://www.wikidata.org/entity/Q5819684	Torleif Härd	http://www.wikidata.org/entity/Q25287	Chemiker	químico	1
http://www.wikidata.org/entity/Q5823239	Bengt Ingelstam	http://www.wikidata.org/entity/Q25287	Lehrer, Schriftsteller, Dramatiker	profesor, escritor, dramaturgo	1
http://www.wikidata.org/entity/Q5575998	Stig Billberg	http://www.wikidata.org/entity/Q1969122	Schauspieler, Übersetzer	actor, traductor	1
http://www.wikidata.org/entity/Q5824265	Claes-Göran Isacson	http://www.wikidata.org/entity/Q25287	Schriftsteller	escritor	1
http://www.wikidata.org/entity/Q5819140	Carl Fredrik Hägg	http://www.wikidata.org/entity/Q25287	Zeichner, Maler	dibujante, pintor	1
http://www.wikidata.org/entity/Q28357162	John Lundberg	http://www.wikidata.org/entity/Q25287	Maler, Grafiker, Zeichner	pintor, artista gráfico, dibujante	1
http://www.wikidata.org/entity/Q26240488	Erik Säll	http://www.wikidata.org/entity/Q2038169	Jurist	jurista	1
http://www.wikidata.org/entity/Q20652852	Svante Liljedahl	http://www.wikidata.org/entity/Q2034409	Militär	militar	1
http://www.wikidata.org/entity/Q6205941	Erik Tengroth	http://www.wikidata.org/entity/Q25413	Fußballspieler	futbolista	1
http://www.wikidata.org/entity/Q16162106	Ludwig Bergström	http://www.wikidata.org/entity/Q1989647	Fußballspieler	futbolista	1
http://www.wikidata.org/entity/Q108767949	Herman Annerstedt	http://www.wikidata.org/entity/Q25286	Militär	ejército	1
http://www.wikidata.org/entity/Q24567598	Erik Emanuelsson	http://www.wikidata.org/entity/Q2051243	Künstler	artista	1
http://www.wikidata.org/entity/Q26327648	Maja Bååth	http://www.wikidata.org/entity/Q2046666	Künstler, Zeichenlehrer	artista, profesor de dibujo	1
http://www.wikidata.org/entity/Q26678417	Alfons Carlsson	http://www.wikidata.org/entity/Q1975525	Künstler	artista	1
http://www.wikidata.org/entity/Q110603583	Omi Söderblom	http://www.wikidata.org/entity/Q25286	Richter, Schriftsteller	juez, escritor	1
http://www.wikidata.org/entity/Q108787436	Erik Walles	http://www.wikidata.org/entity/Q25286	Lehrer, Physiker	profesor, físico	1
http://www.wikidata.org/entity/Q109322389	Karl Ågren	http://www.wikidata.org/entity/Q25286	Lehrer	profesor	1
http://www.wikidata.org/entity/Q5819511	Bertil Hälleby	http://www.wikidata.org/entity/Q25287	Geschäftsmann	empresario	1
http://www.wikidata.org/entity/Q22696960	Bengta Olsson	http://www.wikidata.org/entity/Q2044199	Schriftsteller	escritor	1
http://www.wikidata.org/entity/Q5801039	Johan Georg Henrichsen	http://www.wikidata.org/entity/Q25287	Künstler, Maler	artista, pintor	1
